,Date,Date_YMD,Daily Confirmed,Total Confirmed,Daily Recovered,Total Recovered,Daily Deceased,Total Deceased,decConf,recConf,decConf2,recConf2,index,deathRate,deathRate1,recoveredRate,recoveredRate1,infecRate,infecRate1
55,25 March 2020,2020-03-25,86,657,3,43,1,11,0.011627906976744186,0.03488372093023256,0.0167427701674277,0.0654490106544901,56,0.011627906976744186,0.0167427701674277,0.03488372093023256,0.0654490106544901,6.231864255996549e-08,4.7608544374299217e-07
56,26 March 2020,2020-03-26,73,730,7,50,5,16,0.0684931506849315,0.0958904109589041,0.021917808219178082,0.0684931506849315,57,0.0684931506849315,0.021917808219178082,0.0958904109589041,0.0684931506849315,5.2898382638110244e-08,5.289838263811024e-07
57,27 March 2020,2020-03-27,153,883,25,75,3,19,0.0196078431372549,0.16339869281045752,0.021517553793884484,0.08493771234428087,58,0.0196078431372549,0.021517553793884484,0.16339869281045752,0.08493771234428087,1.1086921292645023e-07,6.398530393075526e-07
58,28 March 2020,2020-03-28,136,1019,10,85,5,24,0.03676470588235294,0.07352941176470588,0.023552502453385672,0.08341511285574092,59,0.03676470588235294,0.023552502453385672,0.07352941176470588,0.08341511285574092,9.855041149017798e-08,7.384034507977307e-07
59,29 March 2020,2020-03-29,120,1139,17,102,3,27,0.025,0.14166666666666666,0.02370500438981563,0.08955223880597014,60,0.025,0.02370500438981563,0.14166666666666666,0.08955223880597014,8.695624543250998e-08,8.253596962302406e-07
60,30 March 2020,2020-03-30,187,1326,35,137,14,41,0.0748663101604278,0.18716577540106952,0.03092006033182504,0.1033182503770739,61,0.0748663101604278,0.03092006033182504,0.18716577540106952,0.1033182503770739,1.3550681579899473e-07,9.608665120292354e-07
61,31 March 2020,2020-03-31,309,1635,13,150,6,47,0.019417475728155338,0.042071197411003236,0.02874617737003058,0.09174311926605505,62,0.019417475728155338,0.02874617737003058,0.042071197411003236,0.09174311926605505,2.2391233198871322e-07,1.1847788440179486e-06
62,1 April 2020,2020-04-01,424,2059,19,169,6,53,0.014150943396226415,0.04481132075471698,0.025740650801359885,0.08207867897037396,63,0.014150943396226415,0.025740650801359885,0.04481132075471698,0.08207867897037396,3.0724540052820195e-07,1.4920242445461505e-06
63,2 April 2020,2020-04-02,486,2545,22,191,16,69,0.03292181069958848,0.04526748971193416,0.02711198428290766,0.075049115913556,64,0.03292181069958848,0.02711198428290766,0.04526748971193416,0.075049115913556,3.5217279400166546e-07,1.844197038547816e-06
64,3 April 2020,2020-04-03,560,3105,39,230,14,83,0.025,0.06964285714285715,0.026731078904991948,0.07407407407407407,65,0.025,0.026731078904991948,0.06964285714285715,0.07407407407407407,4.057958120183799e-07,2.249992850566196e-06
65,4 April 2020,2020-04-04,579,3684,56,286,13,96,0.022452504317789293,0.09671848013816926,0.026058631921824105,0.07763300760043432,66,0.022452504317789293,0.026058631921824105,0.09671848013816926,0.07763300760043432,4.1956388421186066e-07,2.6695567347780567e-06
66,5 April 2020,2020-04-05,609,4293,43,329,22,118,0.0361247947454844,0.07060755336617405,0.027486606102958305,0.07663638481248544,67,0.0361247947454844,0.027486606102958305,0.07060755336617405,0.07663638481248544,4.4130294556998817e-07,3.1108596803480446e-06
67,6 April 2020,2020-04-06,484,4777,65,394,16,134,0.03305785123966942,0.13429752066115702,0.02805107808247854,0.08247854301863095,68,0.03305785123966942,0.02805107808247854,0.13429752066115702,0.08247854301863095,3.507235232444569e-07,3.4615832035925014e-06
68,7 April 2020,2020-04-07,573,5350,75,469,27,161,0.04712041884816754,0.13089005235602094,0.030093457943925234,0.08766355140186916,69,0.04712041884816754,0.030093457943925234,0.13089005235602094,0.08766355140186916,4.152160719402352e-07,3.876799275532737e-06
69,8 April 2020,2020-04-08,565,5915,96,565,20,181,0.035398230088495575,0.16991150442477876,0.030600169061707524,0.09551986475063398,70,0.035398230088495575,0.030600169061707524,0.16991150442477876,0.09551986475063398,4.0941898891140116e-07,4.286218264444138e-06
70,9 April 2020,2020-04-09,813,6728,70,635,46,227,0.056580565805658053,0.08610086100861009,0.03373959571938169,0.09438168846611177,71,0.056580565805658053,0.03373959571938169,0.08610086100861009,0.09438168846611177,5.891285628052551e-07,4.875346827249393e-06
71,10 April 2020,2020-04-10,871,7599,151,786,22,249,0.02525832376578645,0.17336394948335246,0.03276746940386893,0.10343466245558626,72,0.02525832376578645,0.03276746940386893,0.17336394948335246,0.10343466245558626,6.311574147643016e-07,5.5065042420136945e-06
72,11 April 2020,2020-04-11,854,8453,186,972,41,290,0.04800936768149883,0.21779859484777517,0.03430734650419969,0.11498876138649,73,0.04800936768149883,0.03430734650419969,0.21779859484777517,0.11498876138649,6.188386133280294e-07,6.125342855341724e-06
73,12 April 2020,2020-04-12,758,9211,114,1086,42,332,0.055408970976253295,0.1503957783641161,0.036043860601454786,0.11790250787102377,74,0.055408970976253295,0.036043860601454786,0.1503957783641161,0.11790250787102377,5.492736169820214e-07,6.674616472323745e-06
74,13 April 2020,2020-04-13,1243,10454,112,1198,27,359,0.02172164119066774,0.09010458567980692,0.03434092213506792,0.1145972833365219,75,0.02172164119066774,0.03434092213506792,0.09010458567980692,0.1145972833365219,9.007217756050826e-07,7.575338247928828e-06
75,14 April 2020,2020-04-14,1031,11485,167,1365,37,396,0.03588748787584869,0.16197866149369544,0.034479756203744015,0.11885067479320853,76,0.03588748787584869,0.034479756203744015,0.16197866149369544,0.11885067479320853,7.470990753409816e-07,8.32243732326981e-06
76,15 April 2020,2020-04-15,886,12371,144,1509,27,423,0.030474040632054177,0.16252821670428894,0.034192870422762915,0.12197882143723224,77,0.030474040632054177,0.034192870422762915,0.16252821670428894,0.12197882143723224,6.420269454433654e-07,8.964464268713175e-06
